62,marital,0.9921,0.9559,0.9475
63,income,0.9447,0.7591,0.8577
63,marital,0.9936,0.954,0.9452
64,income,0.9464,0.7889,0.8828
64,marital,0.9937,0.955,0.9465
65,income,0.9463,0.796,0.9069
65,marital,0.9938,0.9558,0.9471
66,income,0.946,0.7978,0.8952
66,marital,0.993,0.9497,0.9407
67,income,0.945,0.7898,0.8486
67,marital,0.9921,0.9526,0.944
68,income,0.9457,0.7608,0.8766
68,marital,0.9939,0.9571,0.9494
69,income,0.943,0.8175,0.9172
69,marital,0.9943,0.9556,0.9474
70,income,0.9464,0.784,0.8906
70,marital,0.9907,0.9513,0.943
71,income,0.9424,0.8005,0.9109
71,marital,0.9939,0.9546,0.9459
72,income,0.9433,0.8323,0.9362
72,marital,0.9915,0.9494,0.944
73,income,0.9446,0.7893,0.838
73,marital,0.9914,0.9484,0.9384
74,income,0.9458,0.8007,0.9186
74,marital,0.9941,0.9519,0.9419
75,income,0.9458,0.7589,0.8142
75,marital,0.9931,0.9507,0.94
76,income,0.9448,0.7447,0.8199
76,marital,0.9938,0.9533,0.9442
77,income,0.9464,0.7862,0.8594
77,marital,0.9938,0.9568,0.9485
78,income,0.9471,0.7787,0.8641
78,marital,0.9931,0.9641,0.9524
79,income,0.9449,0.7685,0.8148
79,marital,0.9937,0.9598,0.9509
80,income,0.9471,0.753,0.8362
80,marital,0.9941,0.9553,0.9462
81,income,0.9469,0.7865,0.8675
81,marital,0.9914,0.9521,0.9436
82,income,0.9469,0.776,0.8297
82,marital,0.9943,0.9562,0.9478
83,income,0.9453,0.7882,0.8574
83,marital,0.994,0.9566,0.948
84,income,0.9462,0.7653,0.8309
84,marital,0.9943,0.9556,0.947
85,income,0.9453,0.7615,0.8492
85,marital,0.9908,0.9518,0.9454
86,income,0.9469,0.7561,0.8668
86,marital,0.992,0.9621,0.949
87,income,0.9458,0.7799,0.8636
87,marital,0.9935,0.953,0.9437
88,income,0.9471,0.7606,0.8304
88,marital,0.9932,0.9592,0.9486
89,income,0.9465,0.7678,0.8157
89,marital,0.9911,0.951,0.9419
90,income,0.9428,0.7418,0.8161
90,marital,0.994,0.9529,0.9432
91,income,0.9459,0.7514,0.8477
91,marital,0.9939,0.9554,0.9468
92,income,0.9469,0.7435,0.8157
92,marital,0.99,0.9474,0.9425
93,income,0.9469,0.76,0.8266
93,marital,0.9936,0.9572,0.9476
94,income,0.9462,0.7605,0.8272
94,marital,0.9935,0.9544,0.9449
95,income,0.9466,0.7788,0.8168
95,marital,0.9934,0.9582,0.9467
96,income,0.947,0.7744,0.8138
96,marital,0.9931,0.9521,0.9419
97,income,0.9464,0.7731,0.8017
97,marital,0.9904,0.9596,0.9446
98,income,0.9394,0.811,0.9183
98,marital,0.9942,0.9517,0.9414
99,income,0.9426,0.7789,0.851
99,marital,0.9914,0.9511,0.9419
0,income,0.9146,0.9141,0.9108
0,marital,0.9657,0.9325,0.9444
1,income,0.9291,0.9205,0.9197
1,marital,0.9851,0.9707,0.9727
2,income,0.9318,0.9169,0.9178
2,marital,0.9875,0.974,0.9777
3,income,0.9385,0.932,0.9301
3,marital,0.9879,0.9651,0.973
4,income,0.9298,0.9174,0.9178
4,marital,0.9907,0.964,0.9853
5,income,0.9364,0.9214,0.9177
5,marital,0.9913,0.9693,0.9885
6,income,0.9384,0.928,0.9246
6,marital,0.9919,0.9677,0.9842
7,income,0.9405,0.9331,0.927
7,marital,0.9926,0.9658,0.9846
8,income,0.9418,0.9312,0.9275
8,marital,0.993,0.9629,0.9845
9,income,0.9424,0.9336,0.9316
9,marital,0.9921,0.971,0.9876
10,income,0.9341,0.9233,0.9185
10,marital,0.9929,0.9659,0.9873
11,income,0.942,0.9001,0.9345
11,marital,0.9934,0.9626,0.985
12,income,0.9256,0.928,0.9267
12,marital,0.9927,0.9652,0.9836
13,income,0.9383,0.931,0.9254
13,marital,0.9928,0.9695,0.9881
14,income,0.9393,0.839,0.9282
14,marital,0.9767,0.9469,0.9667
15,income,0.9435,0.8752,0.9352
15,marital,0.9922,0.9727,0.9841
16,income,0.941,0.8367,0.9318
16,marital,0.9926,0.9668,0.9835
17,income,0.9431,0.8391,0.9308
17,marital,0.991,0.979,0.9837
18,income,0.9393,0.8089,0.9166
18,marital,0.9918,0.9751,0.9857
19,income,0.9415,0.8678,0.9364
19,marital,0.9932,0.964,0.9833
20,income,0.9436,0.832,0.9335
20,marital,0.9928,0.9685,0.9868
21,income,0.821,0.7654,0.7838
21,marital,0.9924,0.9658,0.984
22,income,0.9453,0.808,0.9215
22,marital,0.9932,0.9693,0.9866
23,income,0.9399,0.8211,0.9255
23,marital,0.9931,0.966,0.9859
24,income,0.9438,0.8217,0.9313
24,marital,0.9924,0.9699,0.9845
25,income,0.9439,0.812,0.9238
25,marital,0.9933,0.9617,0.9831
26,income,0.9428,0.8067,0.9114
26,marital,0.9932,0.9656,0.9845
27,income,0.9449,0.8025,0.9079
27,marital,0.9937,0.9646,0.9842
28,income,0.9412,0.8284,0.9304
28,marital,0.9937,0.9635,0.9818
29,income,0.9456,0.801,0.92
29,marital,0.9935,0.9657,0.9863
30,income,0.9426,0.7906,0.9068
30,marital,0.9921,0.9765,0.9866
31,income,0.9452,0.7901,0.8698
31,marital,0.9938,0.9638,0.9828
32,income,0.8959,0.9374,0.9125
32,marital,0.9936,0.963,0.984
33,income,0.942,0.808,0.9244
33,marital,0.9927,0.9664,0.9842
34,income,0.9427,0.7944,0.9009
34,marital,0.9928,0.9641,0.9822
35,income,0.9461,0.7978,0.9023
35,marital,0.9931,0.9634,0.9833
36,income,0.9453,0.7968,0.9161
36,marital,0.9936,0.9641,0.9845
37,income,0.9438,0.7933,0.892
37,marital,0.9924,0.9634,0.9824
38,income,0.9447,0.7888,0.8832
38,marital,0.9938,0.9617,0.9818
39,income,0.9461,0.79,0.8962
39,marital,0.9932,0.9649,0.9851
40,income,0.9404,0.7859,0.8778
40,marital,0.9881,0.9567,0.9788
41,income,0.9459,0.7886,0.8464
41,marital,0.9937,0.9579,0.9779
42,income,0.9435,0.7923,0.8924
42,marital,0.994,0.9605,0.9807
43,income,0.9459,0.7912,0.8961
43,marital,0.993,0.9664,0.9857
44,income,0.9401,0.8053,0.923
44,marital,0.9937,0.9612,0.9817
45,income,0.9401,0.8,0.898
45,marital,0.9938,0.9616,0.9822
46,income,0.9448,0.7944,0.8956
46,marital,0.9887,0.9526,0.9755
47,income,0.9383,0.7872,0.8958
47,marital,0.9935,0.9629,0.9846
48,income,0.9451,0.7965,0.9051
48,marital,0.9939,0.9592,0.9795
49,income,0.9457,0.7886,0.8567
49,marital,0.994,0.9573,0.9778
50,income,0.9458,0.7888,0.8651
